episode,task_id,episode_reward,mean_queue,mean_wait,final_score,throughput,throughput_efficiency,step_count,latency_ms,is_hallucinated,is_all_keep,is_valid_action,has_central_action,raw_completion,reward_breakdown.queue_reward,reward_breakdown.wait_reward,reward_breakdown.throughput_reward,reward_breakdown.switch_penalty_reward,reward_breakdown.central_reward,reward_breakdown.stability_bonus,reward_breakdown.coordination_bonus,reward_breakdown.fairness_reward,reward_breakdown.total,action.local_actions.NW,action.local_actions.NE,action.local_actions.SW,action.local_actions.SE,action.central_action.balance_penalty,action.central_action.switch_penalty,action.central_action.queue_urgency_weight,action.central_action.corridor_priority,action.central_action.emergency_boost
164,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,21.942853927612305,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
165,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,27.832746505737305,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
166,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,22.034645080566406,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
167,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,27.509212493896484,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
168,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,21.98028564453125,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
169,hard_multi,2.138505100987248,,102.044,0.4942750000000001,44.833,0.2679,30,24.99246597290039,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_1"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1469,-0.22,0.18,-0.06,-0.0247,-0.0277,0.016,0.018,0.0285,PHASE_1,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
170,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,23.57339859008789,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
171,hard_multi,1.108501209302135,,97.332,0.47996500000000003,43.726,0.295,30,25.307655334472656,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_1"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.04,0.0023,0.0139,-0.02,0.0149,0.0839,PHASE_1,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
172,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,22.96280860900879,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
173,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,24.988889694213867,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
174,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,27.18520164489746,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
175,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,21.448373794555664,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
176,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,26.70574188232422,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
177,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,24.776458740234375,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
178,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,26.824951171875,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
179,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,25.393247604370117,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
180,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,26.145458221435547,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
181,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,22.923946380615234,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
182,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,25.242328643798828,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
183,hard_multi,1.1148147835637423,,113.783,0.45898999999999995,44.86,0.2299,30,27.004480361938477,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1505,-0.22,0.18,-0.05,-0.0118,0.0377,0.004,0.0259,0.1162,PHASE_2,PHASE_3,KEEP,PHASE_0,,,0.5,0.3,
184,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,24.00517463684082,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
185,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,26.865482330322266,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
186,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,29.847383499145508,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
187,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,29.53791618347168,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
188,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,25.41375160217285,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
189,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,26.54576301574707,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
190,hard_multi,-0.25426604164227307,,108.468,0.43241999999999997,37.537,0.2338,30,33.374786376953125,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""KEEP"",""SE"":""SWITCH""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1484,-0.22,0.18,-0.06,-0.0198,0.0094,0.004,0.0223,0.0643,PHASE_2,PHASE_3,KEEP,SWITCH,,,0.5,0.3,
191,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,22.57990837097168,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
192,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,26.87525749206543,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
193,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,24.700641632080078,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
194,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,25.59971809387207,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
195,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,22.792577743530273,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
196,hard_multi,0.9937453769684265,,101.49,0.47413500000000003,40.897,0.2429,30,22.880077362060547,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""SWITCH"",""SW"":""KEEP"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1527,-0.22,0.18,-0.03,0.0018,0.0336,0.004,0.0177,0.1398,PHASE_2,SWITCH,KEEP,PHASE_0,,,0.5,0.3,
197,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,24.587154388427734,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
198,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,30.205249786376953,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
199,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,40.2064323425293,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
200,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,23.33378791809082,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
201,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,25.366544723510742,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
202,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,22.410869598388672,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
203,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,25.7723331451416,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
204,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,22.69148826599121,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
205,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,30.1821231842041,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
206,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,23.72431755065918,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
207,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,33.31327438354492,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
208,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,23.640871047973633,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
209,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,22.27783203125,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
210,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,24.71160888671875,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
211,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,25.371074676513672,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
212,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,23.457765579223633,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
213,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,25.055408477783203,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""PHASE_0""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,PHASE_0,,,0.5,0.3,
214,hard_multi,3.970072859751057,,114.489,0.44797000000000003,54.501,0.2237,30,24.36685562133789,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_1"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1468,-0.22,0.18,-0.06,0.0481,-0.04,-0.016,0.0263,0.0653,PHASE_2,PHASE_3,PHASE_1,KEEP,,,0.5,0.3,
215,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,22.958993911743164,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
216,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,24.63388442993164,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
217,hard_multi,1.5436420142447802,,98.451,0.49401000000000006,57.0,0.2871,30,21.043777465820312,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""SWITCH"",""SE"":""KEEP""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1529,-0.22,0.18,-0.06,-0.0172,-0.0312,0.004,0.0156,0.0242,PHASE_2,PHASE_3,SWITCH,KEEP,,,0.5,0.3,
218,hard_multi,-0.25426604164227307,,108.468,0.43241999999999997,37.537,0.2338,30,22.586345672607422,0.0,0.0,1.0,1.0,"{""local_actions"":{""NW"":""PHASE_2"",""NE"":""PHASE_3"",""SW"":""PHASE_0"",""SE"":""SWITCH""},""central_action"":{""queue_urgency_weight"":0.5,""corridor_priority"":0.3}}",0.1484,-0.22,0.18,-0.06,-0.0198,0.0094,0.004,0.0223,0.0643,PHASE_2,PHASE_3,PHASE_0,SWITCH,,,0.5,0.3,
